OID,State,code of municipality,Municipality
1,Mexico City,9012,Tlalpan
2,Mexico City,9013,Xochimilco
3,Mexico City,9008,La Magdalena Contreras
4,Mexico City,9002,Azcapotzalco
5,Mexico City,9014,Benito Juarez
6,Mexico City,9015,Cuauhtemoc
7,Mexico City,9010,Alvaro Obregon
8,Mexico City,9005,Gustavo A. Madero
9,Mexico City,9004,Cuajimalpa de Morelos
10,Mexico City,9016,Miguel Hidalgo
11,Mexico City,9006,Iztacalco
12,Mexico City,9003,Coyoacan
13,Mexico City,9017,Venustiano Carranza
14,Mexico City,9011,Tlahuac
15,Mexico City,9007,Iztapalapa
16,Mexico City,9009,Milpa Alta
17,Guerrero,12006,Apaxtla
18,Guerrero,12017,Cocula
19,Guerrero,12026,Cuetzala del Progreso
20,Guerrero,12028,Chilapa de Alvarez
21,Guerrero,12029,Chilpancingo de los Bravo
22,Guerrero,12031,General Canuto A. Neri
23,Guerrero,12032,General Heliodoro Castillo
24,Guerrero,12034,Huitzuco de los Figueroa
25,Guerrero,12039,Juan R. Escudero
26,Guerrero,12040,Leonardo Bravo
27,Guerrero,12042,Martir de Cuilapan
28,Guerrero,12044,Mochitlan
29,Guerrero,12051,Quechultenango
30,Guerrero,12053,San Marcos
31,Guerrero,12056,Tecoanapa
32,Guerrero,12058,Teloloapan
33,Guerrero,12059,Tepecoacuilco de Trujano
34,Guerrero,12061,Tixtla de Guerrero
35,Guerrero,12074,Zitlala
36,Guerrero,12075,Eduardo Neri
37,Guerrero,12035,Iguala de la Independencia
38,Guerrero,12021,Coyuca de Benitez
39,Guerrero,12005,Alpoyeca
40,Guerrero,12008,Atenango del Rio
41,Guerrero,12009,Atlamajalcingo del Monte
42,Guerrero,12010,Atlixtac
43,Guerrero,12012,Ayutla de los Libres
44,Guerrero,12013,Azoy
45,Guerrero,12018,Copala
46,Guerrero,12019,Copalillo
47,Guerrero,12020,Copanatoyac
48,Guerrero,12024,Cualac
49,Guerrero,12025,Cuautepec
50,Guerrero,12030,Florencio Villarreal
51,Guerrero,12033,Huamuxtitlan
52,Guerrero,12036,Igualapa
53,Guerrero,12041,Malinaltepec
54,Guerrero,12045,Olinala
55,Guerrero,12046,Ometepec
56,Guerrero,12052,San Luis Acatlan
57,Guerrero,12063,Tlacoapa
58,Guerrero,12066,Tlapa de Comonfort
59,Guerrero,12069,Xalpatlahuac
60,Guerrero,12070,Xochihuehuetlan
61,Guerrero,12071,Xochistlahuaca
62,Guerrero,12072,Zapotitlan Tablas
63,Guerrero,12076,Acatepec
64,Guerrero,12077,Marquelia
65,Guerrero,12079,Jose Joaquin de Herrera
66,Guerrero,12080,Juchitan
67,Guerrero,12081,Iliatenco
68,Guerrero,12023,Cuajinicuilapa
69,Guerrero,12062,Tlacoachistlahuaca
70,Guerrero,12065,Tlalixtaquilla de Maldonado
71,Guerrero,12004,Alcozauca de Guerrero
72,Guerrero,12043,Metlatanoc
73,Guerrero,12078,Cochoapa el Grande
74,Guerrero,12002,Ahuacuotzingo
75,Guerrero,12048,Petatlan
76,Guerrero,12003,Ajuchitlan del Progreso
77,Guerrero,12007,Arcelia
78,Guerrero,12011,Atoyac de Alvarez
79,Guerrero,12014,Benito Juarez
80,Guerrero,12016,Coahuayutla de Jose Maria Izazaga
81,Guerrero,12027,Cutzamala de Pinzon
82,Guerrero,12054,San Miguel Totolapan
83,Guerrero,12057,Tecpan de Galeana
84,Guerrero,12064,Tlalchapa
85,Guerrero,12067,Tlapehuala
86,Guerrero,12022,Coyuca de Catalan
87,Guerrero,12073,Zirandaro
88,Guerrero,12068,La Union de Isidoro Montes de Oca
89,Guerrero,12037,Ixcateopan de Cuauhtemoc
90,Guerrero,12047,Pedro Ascencio Alquisiras
91,Guerrero,12049,Pilcaya
92,Guerrero,12060,Tetipac
93,Guerrero,12055,Taxco de Alarcon
94,Guerrero,12015,Buenavista de Cuellar
95,Guerrero,12050,Pungarabato
96,Guerrero,12038,Zihuatanejo de Azueta
97,Guerrero,12001,Acapulco de Juarez
98,State of Mexico,15082,Tejupilco
99,State of Mexico,15104,Tlalnepantla de Baz
100,State of Mexico,15075,San Martin de las Piramides
101,State of Mexico,15065,Otumba
102,State of Mexico,15044,Jaltenco
103,State of Mexico,15049,Joquicingo
104,State of Mexico,15004,Almoloya de Alquisiras
105,State of Mexico,15088,Tenancingo
106,State of Mexico,15056,Morelos
107,State of Mexico,15125,Tonanitla
108,State of Mexico,15124,San Jose del Rincon
109,State of Mexico,15123,Luvianos
110,State of Mexico,15122,Valle de Chalco Solidaridad
111,State of Mexico,15121,Cuautitlan Izcalli
112,State of Mexico,15120,Zumpango
113,State of Mexico,15119,Zumpahuacan
114,State of Mexico,15118,Zinacantepec
115,State of Mexico,15117,Zacualpan
116,State of Mexico,15116,Zacazonapan
117,State of Mexico,15115,Xonacatlan
118,State of Mexico,15114,Villa Victoria
119,State of Mexico,15113,Villa Guerrero
120,State of Mexico,15112,Villa del Carbon
121,State of Mexico,15111,Villa de Allende
122,State of Mexico,15110,Valle de Bravo
123,State of Mexico,15109,Tultitlan
124,State of Mexico,15108,Tultepec
125,State of Mexico,15107,Tonatico
126,State of Mexico,15106,Toluca
127,State of Mexico,15105,Tlatlaya
128,State of Mexico,15103,Tlalmanalco
129,State of Mexico,15102,Timilpan
130,State of Mexico,15101,Tianguistenco
131,State of Mexico,15100,Tezoyuca
132,State of Mexico,15099,Texcoco
133,State of Mexico,15098,Texcalyacac
134,State of Mexico,15097,Texcaltitlan
135,State of Mexico,15096,Tequixquiac
136,State of Mexico,15095,Tepotzotlan
137,State of Mexico,15094,Tepetlixpa
138,State of Mexico,15093,Tepetlaoxtoc
139,State of Mexico,15092,Teotihuacan
140,State of Mexico,15091,Teoloyucan
141,State of Mexico,15090,Tenango del Valle
142,State of Mexico,15089,Tenango del Aire
143,State of Mexico,15087,Temoaya
144,State of Mexico,15086,Temascaltepec
145,State of Mexico,15085,Temascalcingo
146,State of Mexico,15084,Temascalapa
147,State of Mexico,15083,Temamatla
148,State of Mexico,15081,Tecomac
149,State of Mexico,15080,Sultepec
150,State of Mexico,15079,Soyaniquilpan de Juarez
151,State of Mexico,15078,Santo Tomas
152,State of Mexico,15077,San Simon de Guerrero
153,State of Mexico,15076,San Mateo Atenco
154,State of Mexico,15074,San Felipe del Progreso
155,State of Mexico,15073,San Antonio la Isla
156,State of Mexico,15072,Rayon
157,State of Mexico,15071,Polotitlan
158,State of Mexico,15070,La Paz
159,State of Mexico,15069,Papalotla
160,State of Mexico,15068,Ozumba
161,State of Mexico,15067,Otzolotepec
162,State of Mexico,15066,Otzoloapan
163,State of Mexico,15064,El Oro
164,State of Mexico,15063,Ocuilan
165,State of Mexico,15062,Ocoyoacac
166,State of Mexico,15061,Nopaltepec
167,State of Mexico,15060,Nicolas Romero
168,State of Mexico,15059,Nextlalpan
169,State of Mexico,15058,Nezahualcoyotl
170,State of Mexico,15057,Naucalpan de Juarez
171,State of Mexico,15055,Mexicaltzingo
172,State of Mexico,15054,Metepec
173,State of Mexico,15053,Melchor Ocampo
174,State of Mexico,15052,Malinalco
175,State of Mexico,15051,Lerma
176,State of Mexico,15050,Juchitepec
177,State of Mexico,15048,Jocotitlan
178,State of Mexico,15047,Jiquipilco
179,State of Mexico,15046,Jilotzingo
180,State of Mexico,15045,Jilotepec
181,State of Mexico,15043,Xalatlaco
182,State of Mexico,15042,Ixtlahuaca
183,State of Mexico,15041,Ixtapan del Oro
184,State of Mexico,15040,Ixtapan de la Sal
185,State of Mexico,15039,Ixtapaluca
186,State of Mexico,15038,Isidro Fabela
187,State of Mexico,15037,Huixquilucan
188,State of Mexico,15036,Hueypoxtla
189,State of Mexico,15035,Huehuetoca
190,State of Mexico,15034,Ecatzingo
191,State of Mexico,15033,Ecatepec de Morelos
192,State of Mexico,15032,Donato Guerra
193,State of Mexico,15031,Chimalhuacan
194,State of Mexico,15030,Chiconcuac
195,State of Mexico,15029,Chicoloapan
196,State of Mexico,15028,Chiautla
197,State of Mexico,15027,Chapultepec
198,State of Mexico,15026,Chapa de Mota
199,State of Mexico,15025,Chalco
200,State of Mexico,15024,Cuautitlan
201,State of Mexico,15023,Coyotepec
202,State of Mexico,15022,Cocotitlan
203,State of Mexico,15021,Coatepec Harinas
204,State of Mexico,15020,Coacalco de Berriozabal
205,State of Mexico,15019,Capulhuac
206,State of Mexico,15018,Calimaya
207,State of Mexico,15017,Ayapango
208,State of Mexico,15016,Axapusco
209,State of Mexico,15015,Atlautla
210,State of Mexico,15014,Atlacomulco
211,State of Mexico,15013,Atizapan de Zaragoza
212,State of Mexico,15012,Atizapan
213,State of Mexico,15011,Atenco
214,State of Mexico,15010,Apaxco
215,State of Mexico,15009,Amecameca
216,State of Mexico,15008,Amatepec
217,State of Mexico,15007,Amanalco
218,State of Mexico,15006,Almoloya del Rio
219,State of Mexico,15005,Almoloya de Juarez
220,State of Mexico,15003,Aculco
221,State of Mexico,15002,Acolman
222,State of Mexico,15001,Acambay
223,Morelos,17029,Yautepec
224,Morelos,17014,Mazatepec
225,Morelos,17020,Tepoztlan
226,Morelos,17018,Temixco
227,Morelos,17007,Cuernavaca
228,Morelos,17028,Xochitepec
229,Morelos,17005,Coatlan del Rio
230,Morelos,17015,Miacatlan
231,Morelos,17009,Huitzilac
232,Morelos,17016,Ocuituco
233,Morelos,17030,Yecapixtla
234,Morelos,17032,Zacualpan
235,Morelos,17022,Tetela del Volcan
236,Morelos,17027,Totolapan
237,Morelos,17026,Tlayacapan
238,Morelos,17023,Tlalnepantla
239,Morelos,17006,Cuautla
240,Morelos,17002,Atlatlahucan
241,Morelos,17004,Ayala
242,Morelos,17031,Zacatepec
243,Morelos,17008,Emiliano Zapata
244,Morelos,17011,Jiutepec
245,Morelos,17012,Jojutla
246,Morelos,17001,Amacuzac
247,Morelos,17021,Tetecala
248,Morelos,17017,Puente de Ixtla
249,Morelos,17033,Temoac
250,Morelos,17013,Jonacatepec
251,Morelos,17010,Jantetelco
252,Morelos,17024,Tlaltizapan
253,Morelos,17025,Tlaquiltenango
254,Morelos,17019,Tepalcingo
255,Morelos,17003,Axochiapan
256,Sinaloa,25012,Mazatlan
257,Sinaloa,25017,Sinaloa
258,Sinaloa,25006,Culiacan
259,Sinaloa,25018,Navolato
260,Sinaloa,25016,San Ignacio
261,Sinaloa,25015,Salvador Alvarado
262,Sinaloa,25014,Rosario
263,Sinaloa,25013,Mocorito
264,Sinaloa,25011,Guasave
265,Sinaloa,25010,El Fuerte
266,Sinaloa,25009,Escuinapa
267,Sinaloa,25008,Elota
268,Sinaloa,25007,Choix
269,Sinaloa,25005,Cosala
270,Sinaloa,25004,Concordia
271,Sinaloa,25003,Badiraguato
272,Sinaloa,25001,Ahome
273,Sinaloa,25002,Angostura
274,Sonora,26026,Etchojoa
275,Sonora,26042,Navojoa
276,Sonora,26012,Bacum
277,Sonora,26033,Huatabampo
278,Sonora,26032,Huasabas
279,Sonora,26048,Puerto Peñasco
280,Sonora,26017,Caborca
281,Sonora,26050,Rayon
282,Sonora,26049,Quiriego
283,Sonora,26047,Pitiquito
284,Sonora,26046,Oquitoa
285,Sonora,26045,Opodepe
286,Sonora,26044,Onavas
287,Sonora,26043,Nogales
288,Sonora,26041,Nacozari de Garcia
289,Sonora,26040,Nacori Chico
290,Sonora,26039,Naco
291,Sonora,26038,Moctezuma
292,Sonora,26037,Mazatan
293,Sonora,26036,Magdalena
294,Sonora,26035,Imuris
295,Sonora,26034,Huepac
296,Sonora,26031,Huachinera
297,Sonora,26068,Villa Pesqueira
298,Sonora,26028,Granados
299,Sonora,26027,Fronteras
300,Sonora,26025,Empalme
301,Sonora,26024,Divisaderos
302,Sonora,26023,Cumpas
303,Sonora,26022,Cucurpe
304,Sonora,26021,La Colorada
305,Sonora,26020,Carbo
306,Sonora,26019,Cananea
307,Sonora,26018,Cajeme
308,Sonora,26016,Benjamin Hill
309,Sonora,26015,Bavispe
310,Sonora,26014,Baviacora
311,Sonora,26013,Banamichi
312,Sonora,26011,Bacoachi
313,Sonora,26010,Bacerac
314,Sonora,26009,Bacanora
315,Sonora,26008,Bacadehuachi
316,Sonora,26007,Atil
317,Sonora,26006,Arizpe
318,Sonora,26005,Arivechi
319,Sonora,26004,Altar
320,Sonora,26003,Alamos
321,Sonora,26002,Agua Prieta
322,Sonora,26001,Aconchi
323,Sonora,26072,San Ignacio Rio Muerto
324,Sonora,26071,Benito Juarez
325,Sonora,26070,General Plutarco Elias Calles
326,Sonora,26069,Yecora
327,Sonora,26067,Villa Hidalgo
328,Sonora,26066,Ures
329,Sonora,26065,Tubutama
330,Sonora,26064,Trincheras
331,Sonora,26063,Tepache
332,Sonora,26062,Suaqui Grande
333,Sonora,26061,Soyopa
334,Sonora,26060,Saric
335,Sonora,26059,Santa Cruz
336,Sonora,26058,Santa Ana
337,Sonora,26057,San Pedro de la Cueva
338,Sonora,26056,San Miguel de Horcasitas
339,Sonora,26054,San Javier
340,Sonora,26053,San Felipe de Jesus
341,Sonora,26052,Sahuaripa
342,Sonora,26051,Rosario
343,Sonora,26055,San Luis Rio Colorado
344,Baja California,2004,Tijuana
345,Baja California,2003,Tecate
346,Baja California,2005,Playas de Rosarito
347,Baja California,2002,Mexicali
348,Baja California,2001,Ensenada
349,Sonora,26029,Guaymas
350,Sonora,26030,Hermosillo
351,Baja California Sur,3009,Loreto
352,Baja California Sur,3003,La Paz
353,Baja California Sur,3002,Mulege
354,Baja California Sur,3001,Comondu
355,Baja California Sur,3008,Los Cabos
356,Colima,6009,Tecoman
357,Colima,6007,Manzanillo
358,Colima,6001,Armeria
359,Colima,6004,Coquimatlan
360,Colima,6010,Villa de Alvarez
361,Colima,6003,Comala
362,Colima,6008,Minatitlan
363,Colima,6002,Colima
364,Colima,6006,Ixtlahuacan
365,Colima,6005,Cuauhtemoc
366,Nayarit,18001,Acaponeta
367,Nayarit,18002,Ahuacatlan
368,Nayarit,18003,Amatlan de Casas
369,Nayarit,18005,Huajicori
370,Nayarit,18006,Ixtlan del Rio
371,Nayarit,18007,Jala
372,Nayarit,18008,Xalisco
373,Nayarit,18009,Del Nayar
374,Nayarit,18011,Ruiz
375,Nayarit,18013,San Pedro Lagunillas
376,Nayarit,18014,Santa Maria del Oro
377,Nayarit,18016,Tecuala
378,Nayarit,18017,Tepic
379,Nayarit,18018,Tuxpan
380,Nayarit,18019,La Yesca
381,Nayarit,18020,Bahia de Banderas
382,Nayarit,18004,Compostela
383,Nayarit,18015,Santiago Ixcuintla
384,Nayarit,18012,San Blas
385,Nayarit,18010,Rosamorada
386,Jalisco,14067,Puerto Vallarta
387,Jalisco,14043,La Huerta
388,Jalisco,14081,Santa Maria de los Angeles
389,Jalisco,14041,Huejucar
390,Jalisco,14042,Huejuquilla el Alto
391,Jalisco,14115,Villa Guerrero
392,Jalisco,14104,Totatiche
393,Jalisco,14025,Colotlan
394,Jalisco,14061,Mezquitic
395,Jalisco,14116,Villa Hidalgo
396,Jalisco,14064,Ojuelos de Jalisco
397,Jalisco,14031,Chimaltitan
398,Jalisco,14019,Bolaños
399,Jalisco,14076,San Martin de Bolaños
400,Jalisco,14060,Mexticacan
401,Jalisco,14072,San Diego de Alejandria
402,Jalisco,14074,San Julian
403,Jalisco,14071,San Cristobal de la Barranca
404,Jalisco,14046,Jalostotitlan
405,Jalisco,14118,Yahualica de Gonzalez Gallo
406,Jalisco,14117,Cañadas de Obregon
407,Jalisco,14040,Hostotipaquillo
408,Jalisco,14075,San Marcos
409,Jalisco,14029,Cuquio
410,Jalisco,14007,San Juanito de Escobedo
411,Jalisco,14055,Magdalena
412,Jalisco,14094,Tequila
413,Jalisco,14036,Etzatlan
414,Jalisco,14003,Ahualulco de Mercado
415,Jalisco,14095,Teuchitlan
416,Jalisco,14080,San Sebastian del Oeste
417,Jalisco,14038,Guachinango
418,Jalisco,14048,Jesus Maria
419,Jalisco,14039,Guadalajara
420,Jalisco,14078,San Miguel el Alto
421,Jalisco,14105,Tototlan
422,Jalisco,14123,Zapotlan del Rey
423,Jalisco,14013,Atotonilco el Alto
424,Jalisco,14006,Ameca
425,Jalisco,14044,Ixtlahuacan de los Membrillos
426,Jalisco,14002,Acatlan de Juarez
427,Jalisco,14062,Mixtlan
428,Jalisco,14033,Degollado
429,Jalisco,14077,San Martin Hidalgo
430,Jalisco,14016,Ayotlan
431,Jalisco,14045,Ixtlahuacan del Rio
432,Jalisco,14004,Amacueca
433,Jalisco,14052,Juchitlan
434,Jalisco,14008,Arandas
435,Jalisco,14125,San Ignacio Cerro Gordo
436,Jalisco,14083,Tala
437,Jalisco,14120,Zapopan
438,Jalisco,14070,El Salto
439,Jalisco,14009,El Arenal
440,Jalisco,14005,Amatitan
441,Jalisco,14091,Teocaltiche
442,Jalisco,14111,Valle de Guadalupe
443,Jalisco,14093,Tepatitlan de Morelos
444,Jalisco,14035,Encarnacion de Diaz
445,Jalisco,14073,San Juan de los Lagos
446,Jalisco,14053,Lagos de Moreno
447,Jalisco,14109,Union de San Antonio
448,Jalisco,14089,Techaluta de Montenegro
449,Jalisco,14082,Sayula
450,Jalisco,14102,Tonaya
451,Jalisco,14086,Tapalpa
452,Jalisco,14112,Valle de Juarez
453,Jalisco,14068,Villa Purificacion
454,Jalisco,14054,El Limon
455,Jalisco,14034,Ejutla
456,Jalisco,14014,Atoyac
457,Jalisco,14026,Concepcion de Buenos Aires
458,Jalisco,14079,Gomez Farias
459,Jalisco,14110,Union de Tula
460,Jalisco,14037,El Grullo
461,Jalisco,14098,Tlaquepaque
462,Jalisco,14101,Tonala
463,Jalisco,14051,Juanacatlan
464,Jalisco,14001,Acatic
465,Jalisco,14124,Zapotlanejo
466,Jalisco,14097,Tlajomulco de Zuñiga
467,Jalisco,14057,La Manzanilla de la Paz
468,Jalisco,14059,Mazamitla
469,Jalisco,14096,Tizapan el Alto
470,Jalisco,14092,Teocuitatlan de Corona
471,Jalisco,14032,Chiquilistlan
472,Jalisco,14107,Tuxcueca
473,Jalisco,14088,Tecolotlan
474,Jalisco,14017,Ayutla
475,Jalisco,14100,Tomatlan
476,Jalisco,14090,Tenamaxtlan
477,Jalisco,14020,Cabo Corrientes
478,Jalisco,14018,La Barca
479,Jalisco,14010,Atemajac de Brizuela
480,Jalisco,14024,Cocula
481,Jalisco,14114,Villa Corona
482,Jalisco,14012,Atenguillo
483,Jalisco,14119,Zacoalco de Torres
484,Jalisco,14011,Atengo
485,Jalisco,14028,Cuautla
486,Jalisco,14058,Mascota
487,Jalisco,14084,Talpa de Allende
488,Jalisco,14030,Chapala
489,Jalisco,14050,Jocotepec
490,Jalisco,14066,Poncitlan
491,Jalisco,14063,Ocotlan
492,Jalisco,14047,Jamay
493,Jalisco,14113,San Gabriel
494,Jalisco,14121,Zapotiltic
495,Jalisco,14015,Autlan de Navarro
496,Jalisco,14106,Tuxcacuesco
497,Jalisco,14023,Zapotlan el Grande
498,Jalisco,14069,Quitupan
499,Jalisco,14065,Pihuamo
500,Jalisco,14022,Cihuatlan
501,Jalisco,14122,Zapotitlan de Vadillo
502,Jalisco,14103,Tonila
503,Jalisco,14108,Tuxpan
504,Jalisco,14087,Tecalitlan
505,Jalisco,14056,Santa Maria del Oro
506,Jalisco,14021,Casimiro Castillo
507,Jalisco,14027,Cuautitlan de Garcaa Barragan
508,Jalisco,14085,Tamazula de Gordiano
509,Jalisco,14049,Jilotlan de los Dolores
510,Jalisco,14099,Toliman
511,Michoacan,16108,Zamora
512,Michoacan,16085,Tangancucuaro
513,Michoacan,16052,Lazaro Cardenas
514,Michoacan,16008,Aquila
515,Michoacan,16010,Arteaga
516,Michoacan,16096,Tumbiscatio
517,Michoacan,16077,San Lucas
518,Michoacan,16014,Coahuayana
519,Michoacan,16038,Huetamo
520,Michoacan,16029,Churumuco
521,Michoacan,16026,Chinicuila
522,Michoacan,16015,Coalcoman de Vazquez Pallares
523,Michoacan,16002,Aguililla
524,Michoacan,16035,La Huacana
525,Michoacan,16055,Mugica
526,Michoacan,16097,Turicato
527,Michoacan,16013,Caracuaro
528,Michoacan,16089,Tepalcatepec
529,Michoacan,16006,Apatzingan
530,Michoacan,16064,Paracuaro
531,Michoacan,16057,Nocupetaro
532,Michoacan,16059,Nuevo Urecho
533,Michoacan,16033,Gabriel Zamora
534,Michoacan,16009,Ario
535,Michoacan,16081,Susupuato
536,Michoacan,16092,Tiquicheo de Nicolas Romero
537,Michoacan,16046,Juarez
538,Michoacan,16087,Taretan
539,Michoacan,16012,Buenavista
540,Michoacan,16082,Tacambaro
541,Michoacan,16099,Tuzantla
542,Michoacan,16079,Salvador Escalante
543,Michoacan,16111,Ziracuaretiro
544,Michoacan,16058,Nuevo Parangaricutiro
545,Michoacan,16083,Tancataro
546,Michoacan,16047,Jungapeo
547,Michoacan,16049,Madero
548,Michoacan,16001,Acuitzio
549,Michoacan,16112,Zitacuaro
550,Michoacan,16039,Huiramba
551,Michoacan,16066,Patzcuaro
552,Michoacan,16068,Periban
553,Michoacan,16090,Tingambato
554,Michoacan,16102,Uruapan
555,Michoacan,16048,Lagunillas
556,Michoacan,16061,Ocampo
557,Michoacan,16098,Tuxpan
558,Michoacan,16100,Tzintzuntzan
559,Michoacan,16101,Tzitzio
560,Michoacan,16005,Angangueo
561,Michoacan,16007,Aporo
562,Michoacan,16032,Erongaracuaro
563,Michoacan,16065,Paracho
564,Michoacan,16056,Nahuatzen
565,Michoacan,16073,Quiroga
566,Michoacan,16041,Irimbo
567,Michoacan,16022,Charo
568,Michoacan,16024,Cheran
569,Michoacan,16075,Los Reyes
570,Michoacan,16021,Charapan
571,Michoacan,16080,Senguio
572,Michoacan,16072,Querandaro
573,Michoacan,16095,Tocumbo
574,Michoacan,16053,Morelia
575,Michoacan,16093,Tlalpujahua
576,Michoacan,16034,Hidalgo
577,Michoacan,16040,Indaparapeo
578,Michoacan,16088,Tarambaro
579,Michoacan,16091,Tinguindin
580,Michoacan,16019,Cotija
581,Michoacan,16025,Chilchota
582,Michoacan,16016,Coeneo
583,Michoacan,16110,Zinapacuaro
584,Michoacan,16037,Huaniqueo
585,Michoacan,16003,Alvaro Obregon
586,Michoacan,16027,Chucandiro
587,Michoacan,16018,Copandaro
588,Michoacan,16044,Jimenez
589,Michoacan,16070,Purepero
590,Michoacan,16107,Zacapu
591,Michoacan,16084,Tangamandapio
592,Michoacan,16043,Jacona
593,Michoacan,16050,Maravatio
594,Michoacan,16036,Huandacareo
595,Michoacan,16054,Morelos
596,Michoacan,16020,Cuitzeo
597,Michoacan,16078,Santa Ana Maya
598,Michoacan,16017,Contepec
599,Michoacan,16045,Jiquilpan
600,Michoacan,16094,Tlazazalca
601,Michoacan,16104,Villamar
602,Michoacan,16051,Marcos Castellanos
603,Michoacan,16076,Sahuayo
604,Michoacan,16063,Panindacuaro
605,Michoacan,16023,Chavinda
606,Michoacan,16074,Cojumatlan de Regules
607,Michoacan,16067,Penjamillo
608,Michoacan,16004,Angamacutiro
609,Michoacan,16042,Ixtlan
610,Michoacan,16028,Churintzio
611,Michoacan,16103,Venustiano Carranza
612,Michoacan,16062,Pajacuaran
613,Michoacan,16031,Epitacio Huerta
614,Michoacan,16109,Zinaparo
615,Michoacan,16030,Ecuandureo
616,Michoacan,16071,Puruandiro
617,Michoacan,16011,Briseñas
618,Michoacan,16060,Numaran
619,Michoacan,16105,Vista Hermosa
620,Michoacan,16113,Jose Sixto Verduzco
621,Michoacan,16086,Tanhuato
622,Michoacan,16106,Yuracuaro
623,Michoacan,16069,La Piedad
624,Durango,10007,Gomez Palacio
625,Durango,10034,Tamazula
626,Durango,10037,Topia
627,Durango,10038,Vicente Guerrero
628,Durango,10039,Nuevo Ideal
629,Durango,10035,Tepehuanes
630,Durango,10033,Sochil
631,Durango,10027,San Juan de Guadalupe
632,Durango,10031,Santa Clara
633,Durango,10001,Canatlan
634,Durango,10002,Canelas
635,Durango,10003,Coneto de Comonfort
636,Durango,10004,Cuencame
637,Durango,10005,Durango
638,Durango,10008,Guadalupe Victoria
639,Durango,10010,Hidalgo
